,Id,ActivityDate,ActivityDay,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
72,1644430081,4/23/2016,Sat,6637.0,4.829999924,4.829999924,0.0,0.0,0.579999983,4.25,0.0,0.0,15.0,160.0,1265.0,2677.0
73,1644430081,4/24/2016,Sun,3321.0,2.410000086,2.410000086,0.0,0.0,0.0,2.410000086,0.0,0.0,0.0,89.0,1351.0,2413.0
74,1644430081,4/25/2016,Mon,3580.0,2.599999905,2.599999905,0.0,0.589999974,0.059999999,1.950000048,0.0,8.0,1.0,94.0,1337.0,2497.0
75,1644430081,4/26/2016,Tue,9919.0,7.210000038,7.210000038,0.0,0.800000012,1.720000029,4.690000057,0.0,11.0,41.0,223.0,1165.0,3123.0
76,1644430081,4/27/2016,Wed,3032.0,2.200000048,2.200000048,0.0,0.0,0.0,2.200000048,0.0,0.0,0.0,118.0,1322.0,2489.0
77,1644430081,4/28/2016,Thu,9405.0,6.840000153,6.840000153,0.0,0.200000003,2.319999933,4.309999943,0.0,3.0,53.0,227.0,1157.0,3108.0
78,1644430081,4/29/2016,Fri,3176.0,2.309999943,2.309999943,0.0,0.0,0.0,2.309999943,0.0,0.0,0.0,120.0,1193.0,2498.0
79,1644430081,4/30/2016,Sat,18213.0,13.23999977,13.23999977,0.0,0.629999995,3.140000105,9.460000038,0.0,9.0,71.0,402.0,816.0,3846.0
80,1644430081,5/1/2016,Sun,6132.0,4.460000038,4.460000038,0.0,0.239999995,0.99000001,3.230000019,0.0,3.0,24.0,146.0,908.0,2696.0
81,1644430081,5/2/2016,Mon,3758.0,2.730000019,2.730000019,0.0,0.07,0.310000002,2.349999905,0.0,1.0,7.0,148.0,682.0,2580.0
82,1644430081,5/3/2016,Tue,12850.0,9.340000153,9.340000153,0.0,0.720000029,4.090000153,4.539999962,0.0,10.0,94.0,221.0,1115.0,3324.0
83,1644430081,5/4/2016,Wed,2309.0,1.679999948,1.679999948,0.0,0.0,0.0,1.659999967,0.02,0.0,0.0,52.0,1388.0,2222.0
84,1644430081,5/5/2016,Thu,4363.0,3.190000057,3.190000057,0.0,0.519999981,0.540000021,2.130000114,0.01,6.0,12.0,81.0,1341.0,2463.0
85,1644430081,5/6/2016,Fri,9787.0,7.119999886,7.119999886,0.0,0.819999993,0.270000011,6.010000229,0.02,11.0,6.0,369.0,1054.0,3328.0
86,1644430081,5/7/2016,Sat,13372.0,9.720000267,9.720000267,0.0,3.25999999,0.790000021,5.670000076,0.01,41.0,17.0,243.0,1139.0,3404.0
87,1644430081,5/8/2016,Sun,6724.0,4.889999866,4.889999866,0.0,0.0,0.0,4.880000114,0.0,0.0,0.0,295.0,991.0,2987.0
88,1644430081,5/9/2016,Mon,6643.0,4.829999924,4.829999924,0.0,2.390000105,0.349999994,2.089999914,0.01,32.0,6.0,303.0,1099.0,3008.0
89,1644430081,5/10/2016,Tue,9167.0,6.659999847,6.659999847,0.0,0.879999995,0.810000002,4.96999979,0.01,12.0,19.0,155.0,1254.0,2799.0
90,1644430081,5/11/2016,Wed,1329.0,0.970000029,0.970000029,0.0,0.0,0.0,0.949999988,0.01,0.0,0.0,49.0,713.0,1276.0
91,1844505072,4/12/2016,Tue,6697.0,4.429999828,4.429999828,0.0,0.0,0.0,4.429999828,0.0,0.0,0.0,339.0,1101.0,2030.0
92,1844505072,4/13/2016,Wed,4929.0,3.25999999,3.25999999,0.0,0.0,0.0,3.25999999,0.0,0.0,0.0,248.0,1192.0,1860.0
93,1844505072,4/14/2016,Thu,7937.0,5.25,5.25,0.0,0.0,0.0,5.230000019,0.0,0.0,0.0,373.0,843.0,2130.0
94,1844505072,4/15/2016,Fri,3844.0,2.539999962,2.539999962,0.0,0.0,0.0,2.539999962,0.0,0.0,0.0,176.0,527.0,1725.0
95,1844505072,4/16/2016,Sat,3414.0,2.25999999,2.25999999,0.0,0.0,0.0,2.25999999,0.0,0.0,0.0,147.0,1293.0,1657.0
96,1844505072,4/17/2016,Sun,4525.0,2.99000001,2.99000001,0.0,0.140000001,0.25999999,2.589999914,0.0,2.0,8.0,199.0,1231.0,1793.0
97,1844505072,4/18/2016,Mon,4597.0,3.039999962,3.039999962,0.0,0.0,0.479999989,2.559999943,0.0,0.0,12.0,217.0,1211.0,1814.0
98,1844505072,4/21/2016,Thu,8054.0,5.320000172,5.320000172,0.0,0.119999997,0.519999981,4.679999828,0.0,2.0,13.0,308.0,1117.0,2062.0
99,1844505072,4/22/2016,Fri,5372.0,3.549999952,3.549999952,0.0,0.0,0.0,3.549999952,0.0,0.0,0.0,220.0,1220.0,1827.0
100,1844505072,4/23/2016,Sat,3570.0,2.359999895,2.359999895,0.0,0.0,0.0,2.359999895,0.0,0.0,0.0,139.0,1301.0,1645.0
101,1844505072,4/28/2016,Thu,6907.0,4.570000172,4.570000172,0.0,0.0,0.0,4.559999943,0.0,0.0,0.0,302.0,1138.0,1992.0
102,1844505072,4/29/2016,Fri,4920.0,3.25,3.25,0.0,0.0,0.0,3.25,0.0,0.0,0.0,247.0,1082.0,1856.0
103,1844505072,4/30/2016,Sat,4014.0,2.670000076,2.670000076,0.0,0.0,0.0,2.650000095,0.0,0.0,0.0,184.0,218.0,1763.0
104,1844505072,5/1/2016,Sun,2573.0,1.700000048,1.700000048,0.0,0.0,0.25999999,1.450000048,0.0,0.0,7.0,75.0,585.0,1541.0
105,1844505072,5/3/2016,Tue,4059.0,2.680000067,2.680000067,0.0,0.0,0.0,2.680000067,0.0,0.0,0.0,184.0,1256.0,1742.0
106,1844505072,5/4/2016,Wed,2080.0,1.370000005,1.370000005,0.0,0.0,0.0,1.370000005,0.0,0.0,0.0,87.0,1353.0,1549.0
107,1844505072,5/5/2016,Thu,2237.0,1.480000019,1.480000019,0.0,0.0,0.0,1.480000019,0.0,0.0,0.0,120.0,1320.0,1589.0
108,1927972279,4/12/2016,Tue,678.0,0.469999999,0.469999999,0.0,0.0,0.0,0.469999999,0.0,0.0,0.0,55.0,734.0,2220.0
109,1927972279,4/14/2016,Thu,2163.0,1.5,1.5,0.0,0.0,0.400000006,1.100000024,0.0,0.0,9.0,88.0,1292.0,2383.0
110,1927972279,4/15/2016,Fri,980.0,0.680000007,0.680000007,0.0,0.0,0.0,0.680000007,0.0,0.0,0.0,51.0,941.0,2221.0
111,1927972279,4/23/2016,Sat,2945.0,2.039999962,2.039999962,0.0,0.0,0.0,2.039999962,0.0,0.0,0.0,145.0,1295.0,2499.0
112,1927972279,4/24/2016,Sun,2090.0,1.450000048,1.450000048,0.0,0.07,0.239999995,1.139999986,0.0,1.0,6.0,75.0,1358.0,2324.0
113,1927972279,4/26/2016,Tue,3761.0,2.599999905,2.599999905,0.0,0.0,0.0,2.599999905,0.0,0.0,0.0,192.0,1058.0,2638.0
114,1927972279,4/28/2016,Thu,1675.0,1.159999967,1.159999967,0.0,0.0,0.0,1.159999967,0.0,0.0,0.0,95.0,1167.0,2351.0
115,1927972279,5/1/2016,Sun,2704.0,1.870000005,1.870000005,0.0,1.00999999,0.029999999,0.829999983,0.0,14.0,1.0,70.0,1355.0,2411.0
116,1927972279,5/2/2016,Mon,3790.0,2.619999886,2.619999886,0.0,1.159999967,0.300000012,1.159999967,0.0,16.0,8.0,94.0,1322.0,2505.0
117,1927972279,5/3/2016,Tue,1326.0,0.920000017,0.920000017,0.0,0.730000019,0.0,0.180000007,0.0,10.0,0.0,17.0,1413.0,2195.0
118,1927972279,5/4/2016,Wed,1786.0,1.24000001,1.24000001,0.0,0.0,0.0,1.24000001,0.0,0.0,0.0,87.0,1353.0,2338.0
119,1927972279,5/6/2016,Fri,2091.0,1.450000048,1.450000048,0.0,0.0,0.0,1.450000048,0.0,0.0,0.0,108.0,1332.0,2383.0
120,1927972279,5/7/2016,Sat,1510.0,1.039999962,1.039999962,0.0,0.0,0.0,1.039999962,0.0,0.0,0.0,48.0,1392.0,2229.0
121,2022484408,4/12/2016,Tue,11875.0,8.340000153,8.340000153,0.0,3.309999943,0.769999981,4.260000229,0.0,42.0,14.0,227.0,1157.0,2390.0
122,2022484408,4/13/2016,Wed,12024.0,8.5,8.5,0.0,2.99000001,0.100000001,5.409999847,0.0,43.0,5.0,292.0,1100.0,2601.0
123,2022484408,4/14/2016,Thu,10690.0,7.5,7.5,0.0,2.480000019,0.209999993,4.820000172,0.0,32.0,3.0,257.0,1148.0,2312.0
124,2022484408,4/15/2016,Fri,11034.0,8.029999733,8.029999733,0.0,1.940000057,0.310000002,5.78000021,0.0,27.0,9.0,282.0,1122.0,2525.0
125,2022484408,4/16/2016,Sat,10100.0,7.090000153,7.090000153,0.0,3.150000095,0.550000012,3.390000105,0.0,41.0,11.0,151.0,1237.0,2177.0
126,2022484408,4/17/2016,Sun,15112.0,11.39999962,11.39999962,0.0,3.869999886,0.660000026,6.880000114,0.0,28.0,29.0,331.0,1052.0,2782.0
127,2022484408,4/18/2016,Mon,14131.0,10.06999969,10.06999969,0.0,3.640000105,0.119999997,6.300000191,0.0,48.0,3.0,311.0,1078.0,2770.0
128,2022484408,4/19/2016,Tue,11548.0,8.529999733,8.529999733,0.0,3.289999962,0.239999995,5.0,0.0,31.0,7.0,250.0,1152.0,2489.0
129,2022484408,4/20/2016,Wed,15112.0,10.67000008,10.67000008,0.0,3.339999914,1.929999948,5.400000095,0.0,48.0,63.0,276.0,1053.0,2897.0
130,2022484408,4/21/2016,Thu,12453.0,8.739999771,8.739999771,0.0,3.329999924,1.110000014,4.309999943,0.0,104.0,53.0,255.0,1028.0,3158.0
131,2022484408,4/22/2016,Fri,12954.0,9.329999924,9.329999924,0.0,4.429999828,0.419999987,4.46999979,0.0,52.0,10.0,273.0,1105.0,2638.0
132,2022484408,4/23/2016,Sat,6001.0,4.210000038,4.210000038,0.0,0.0,0.0,4.210000038,0.0,0.0,0.0,249.0,1191.0,2069.0
133,2022484408,4/24/2016,Sun,13481.0,10.27999973,10.27999973,0.0,4.550000191,1.149999976,4.579999924,0.0,37.0,26.0,216.0,1161.0,2529.0
134,2022484408,4/25/2016,Mon,11369.0,8.010000229,8.010000229,0.0,3.329999924,0.219999999,4.460000038,0.0,44.0,8.0,217.0,1171.0,2470.0
135,2022484408,4/26/2016,Tue,10119.0,7.190000057,7.190000057,0.0,1.429999948,0.660000026,5.110000134,0.0,55.0,24.0,275.0,1086.0,2793.0
136,2022484408,4/27/2016,Wed,10159.0,7.130000114,7.130000114,0.0,1.039999962,0.970000029,5.119999886,0.0,19.0,20.0,282.0,1119.0,2463.0
137,2022484408,4/28/2016,Thu,10140.0,7.119999886,7.119999886,0.0,0.409999996,1.330000043,5.389999866,0.0,6.0,20.0,291.0,1123.0,2296.0
138,2022484408,4/29/2016,Fri,10245.0,7.190000057,7.190000057,0.0,0.479999989,1.210000038,5.5,0.0,21.0,40.0,281.0,1098.0,2611.0
139,2022484408,4/30/2016,Sat,18387.0,12.90999985,12.90999985,0.0,0.939999998,1.399999976,10.56999969,0.0,13.0,23.0,361.0,1043.0,2732.0
140,2022484408,5/1/2016,Sun,10538.0,7.400000095,7.400000095,0.0,1.940000057,0.959999979,4.5,0.0,25.0,28.0,245.0,1142.0,2380.0
141,2022484408,5/2/2016,Mon,10379.0,7.289999962,7.289999962,0.0,2.609999895,0.340000004,4.329999924,0.0,36.0,8.0,277.0,1119.0,2473.0
142,2022484408,5/3/2016,Tue,12183.0,8.739999771,8.739999771,0.0,3.99000001,0.460000008,4.28000021,0.0,72.0,14.0,250.0,1104.0,2752.0
143,2022484408,5/4/2016,Wed,11768.0,8.289999962,8.289999962,0.0,2.50999999,0.930000007,4.849999905,0.0,36.0,27.0,272.0,1105.0,2649.0
144,2022484408,5/5/2016,Thu,11895.0,8.350000381,8.350000381,0.0,2.789999962,0.860000014,4.699999809,0.0,55.0,20.0,253.0,1112.0,2609.0
145,2022484408,5/6/2016,Fri,10227.0,7.179999828,7.179999828,0.0,1.870000005,0.670000017,4.639999866,0.0,24.0,17.0,295.0,1104.0,2498.0
146,2022484408,5/7/2016,Sat,6708.0,4.710000038,4.710000038,0.0,1.610000014,0.079999998,3.019999981,0.0,20.0,2.0,149.0,1269.0,1995.0
147,2022484408,5/8/2016,Sun,3292.0,2.309999943,2.309999943,0.0,0.0,0.0,2.309999943,0.0,0.0,0.0,135.0,1305.0,1848.0
148,2022484408,5/9/2016,Mon,13379.0,9.390000343,9.390000343,0.0,2.119999886,1.629999995,5.639999866,0.0,35.0,47.0,297.0,1061.0,2709.0
149,2022484408,5/10/2016,Tue,12798.0,8.979999542,8.979999542,0.0,2.220000029,1.210000038,5.559999943,0.0,57.0,28.0,271.0,1084.0,2797.0
150,2022484408,5/11/2016,Wed,13272.0,9.319999695,9.319999695,0.0,4.179999828,1.149999976,3.99000001,0.0,58.0,25.0,224.0,1133.0,2544.0
151,2022484408,5/12/2016,Thu,9117.0,6.409999847,6.409999847,0.0,1.279999971,0.670000017,4.440000057,0.0,16.0,16.0,236.0,728.0,1853.0
152,2026352035,4/12/2016,Tue,4414.0,2.74000001,2.74000001,0.0,0.189999998,0.349999994,2.200000048,0.0,3.0,8.0,181.0,706.0,1459.0
153,2026352035,4/13/2016,Wed,4993.0,3.099999905,3.099999905,0.0,0.0,0.0,3.099999905,0.0,0.0,0.0,238.0,663.0,1521.0
154,2026352035,4/14/2016,Thu,3335.0,2.069999933,2.069999933,0.0,0.0,0.0,2.049999952,0.0,0.0,0.0,197.0,653.0,1431.0
155,2026352035,4/15/2016,Fri,3821.0,2.369999886,2.369999886,0.0,0.0,0.0,2.369999886,0.0,0.0,0.0,188.0,687.0,1444.0
156,2026352035,4/16/2016,Sat,2547.0,1.580000043,1.580000043,0.0,0.0,0.0,1.580000043,0.0,0.0,0.0,150.0,728.0,1373.0
157,2026352035,4/17/2016,Sun,838.0,0.519999981,0.519999981,0.0,0.0,0.0,0.519999981,0.0,0.0,0.0,60.0,1053.0,1214.0
158,2026352035,4/18/2016,Mon,3325.0,2.059999943,2.059999943,0.0,0.0,0.0,2.059999943,0.0,0.0,0.0,182.0,1062.0,1419.0
159,2026352035,4/19/2016,Tue,2424.0,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,141.0,785.0,1356.0
160,2026352035,4/20/2016,Wed,7222.0,4.480000019,4.480000019,0.0,0.0,0.0,4.480000019,0.0,0.0,0.0,327.0,623.0,1667.0
161,2026352035,4/21/2016,Thu,2467.0,1.529999971,1.529999971,0.0,0.0,0.0,1.529999971,0.0,0.0,0.0,153.0,749.0,1370.0
162,2026352035,4/22/2016,Fri,2915.0,1.809999943,1.809999943,0.0,0.0,0.0,1.809999943,0.0,0.0,0.0,162.0,712.0,1399.0
163,2026352035,4/23/2016,Sat,12357.0,7.710000038,7.710000038,0.0,0.0,0.0,7.710000038,0.0,0.0,0.0,432.0,458.0,1916.0
164,2026352035,4/24/2016,Sun,3490.0,2.160000086,2.160000086,0.0,0.0,0.0,2.160000086,0.0,0.0,0.0,164.0,704.0,1401.0
165,2026352035,4/25/2016,Mon,6017.0,3.730000019,3.730000019,0.0,0.0,0.0,3.730000019,0.0,0.0,0.0,260.0,821.0,1576.0
166,2026352035,4/26/2016,Tue,5933.0,3.680000067,3.680000067,0.0,0.0,0.0,3.680000067,0.0,0.0,0.0,288.0,1018.0,1595.0
167,2026352035,4/27/2016,Wed,6088.0,3.769999981,3.769999981,0.0,0.0,0.0,3.769999981,0.0,0.0,0.0,286.0,586.0,1593.0
168,2026352035,4/28/2016,Thu,6375.0,3.950000048,3.950000048,0.0,0.0,0.0,3.950000048,0.0,0.0,0.0,331.0,626.0,1649.0
169,2026352035,4/29/2016,Fri,7604.0,4.710000038,4.710000038,0.0,0.0,0.0,4.710000038,0.0,0.0,0.0,352.0,492.0,1692.0
