,Id,ActivityDate,ActivityDay,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
15,1503960366,4/27/2016,Wed,18134,12.21000004,12.21000004,0.0,6.400000095,0.409999996,5.409999847,0.0,78,11,243,1108,2159
16,1503960366,4/28/2016,Thu,13154,8.529999733,8.529999733,0.0,3.539999962,1.159999967,3.789999962,0.0,48,28,189,782,1898
17,1503960366,4/29/2016,Fri,11181,7.150000095,7.150000095,0.0,1.059999943,0.5,5.579999924,0.0,16,12,243,815,1837
18,1503960366,4/30/2016,Sat,14673,9.25,9.25,0.0,3.559999943,1.419999957,4.269999981,0.0,52,34,217,712,1947
19,1503960366,5/1/2016,Sun,10602,6.809999943,6.809999943,0.0,2.289999962,1.600000024,2.920000076,0.0,33,35,246,730,1820
20,1503960366,5/2/2016,Mon,14727,9.710000038,9.710000038,0.0,3.210000038,0.569999993,5.920000076,0.0,41,15,277,798,2004
21,1503960366,5/3/2016,Tue,15103,9.659999847,9.659999847,0.0,3.730000019,1.049999952,4.880000114,0.0,50,24,254,816,1990
22,1503960366,5/4/2016,Wed,11100,7.150000095,7.150000095,0.0,2.460000038,0.870000005,3.819999933,0.0,36,22,203,1179,1819
23,1503960366,5/5/2016,Thu,14070,8.899999619,8.899999619,0.0,2.920000076,1.080000043,4.880000114,0.0,45,24,250,857,1959
24,1503960366,5/6/2016,Fri,12159,8.029999733,8.029999733,0.0,1.970000029,0.25,5.809999943,0.0,24,6,289,754,1896
25,1503960366,5/7/2016,Sat,11992,7.710000038,7.710000038,0.0,2.460000038,2.119999886,3.130000114,0.0,37,46,175,833,1821
26,1503960366,5/8/2016,Sun,10060,6.579999924,6.579999924,0.0,3.529999971,0.319999993,2.730000019,0.0,44,8,203,574,1740
27,1503960366,5/9/2016,Mon,12022,7.71999979,7.71999979,0.0,3.450000048,0.529999971,3.74000001,0.0,46,11,206,835,1819
28,1503960366,5/10/2016,Tue,12207,7.769999981,7.769999981,0.0,3.349999905,1.159999967,3.25999999,0.0,46,31,214,746,1859
29,1503960366,5/11/2016,Wed,12770,8.130000114,8.130000114,0.0,2.559999943,1.00999999,4.550000191,0.0,36,23,251,669,1783
31,1624580081,4/12/2016,Tue,8163,5.309999943,5.309999943,0.0,0.0,0.0,5.309999943,0.0,0,0,146,1294,1432
32,1624580081,4/13/2016,Wed,7007,4.550000191,4.550000191,0.0,0.0,0.0,4.550000191,0.0,0,0,148,1292,1411
33,1624580081,4/14/2016,Thu,9107,5.920000076,5.920000076,0.0,0.0,0.0,5.909999847,0.01,0,0,236,1204,1572
34,1624580081,4/15/2016,Fri,1510,0.980000019,0.980000019,0.0,0.0,0.0,0.970000029,0.0,0,0,96,1344,1344
35,1624580081,4/16/2016,Sat,5370,3.49000001,3.49000001,0.0,0.0,0.0,3.49000001,0.0,0,0,176,1264,1463
36,1624580081,4/17/2016,Sun,6175,4.059999943,4.059999943,0.0,1.029999971,1.519999981,1.49000001,0.01,15,22,127,1276,1554
37,1624580081,4/18/2016,Mon,10536,7.409999847,7.409999847,0.0,2.150000095,0.620000005,4.619999886,0.01,17,7,202,1214,1604
38,1624580081,4/19/2016,Tue,2916,1.899999976,1.899999976,0.0,0.0,0.0,1.899999976,0.0,0,0,141,1299,1435
39,1624580081,4/20/2016,Wed,4974,3.230000019,3.230000019,0.0,0.0,0.0,3.230000019,0.0,0,0,151,1289,1446
40,1624580081,4/21/2016,Thu,6349,4.130000114,4.130000114,0.0,0.0,0.0,4.110000134,0.02,0,0,186,1254,1467
41,1624580081,4/22/2016,Fri,4026,2.619999886,2.619999886,0.0,0.0,0.0,2.599999905,0.0,0,0,199,1241,1470
42,1624580081,4/23/2016,Sat,8538,5.550000191,5.550000191,0.0,0.0,0.0,5.539999962,0.01,0,0,227,1213,1562
43,1624580081,4/24/2016,Sun,6076,3.950000048,3.950000048,0.0,1.149999976,0.910000026,1.889999986,0.0,16,18,185,1221,1617
44,1624580081,4/25/2016,Mon,6497,4.21999979,4.21999979,0.0,0.0,0.0,4.199999809,0.02,0,0,202,1238,1492
45,1624580081,4/26/2016,Tue,2826,1.840000033,1.840000033,0.0,0.0,0.0,1.830000043,0.01,0,0,140,1300,1402
46,1624580081,4/27/2016,Wed,8367,5.440000057,5.440000057,0.0,1.110000014,1.870000005,2.460000038,0.0,17,36,154,1233,1670
47,1624580081,4/28/2016,Thu,2759,1.789999962,1.789999962,0.0,0.0,0.200000003,1.600000024,0.0,0,5,115,1320,1401
48,1624580081,4/29/2016,Fri,2390,1.549999952,1.549999952,0.0,0.0,0.0,1.549999952,0.0,0,0,150,1290,1404
49,1624580081,4/30/2016,Sat,6474,4.300000191,4.300000191,0.0,0.899999976,1.279999971,2.119999886,0.01,11,23,224,1182,1655
50,1624580081,5/1/2016,Sun,36019,28.03000069,28.03000069,0.0,21.92000008,4.190000057,1.909999967,0.02,186,63,171,1020,2690
51,1624580081,5/2/2016,Mon,7155,4.929999828,4.929999828,0.0,0.860000014,0.589999974,3.470000029,0.0,7,6,166,1261,1497
52,1624580081,5/3/2016,Tue,2100,1.370000005,1.370000005,0.0,0.0,0.0,1.340000033,0.02,0,0,96,1344,1334
53,1624580081,5/4/2016,Wed,2193,1.429999948,1.429999948,0.0,0.0,0.0,1.419999957,0.0,0,0,118,1322,1368
54,1624580081,5/5/2016,Thu,2470,1.610000014,1.610000014,0.0,0.0,0.0,1.580000043,0.02,0,0,117,1323,1370
55,1624580081,5/6/2016,Fri,1727,1.120000005,1.120000005,0.0,0.0,0.0,1.120000005,0.01,0,0,102,1338,1341
56,1624580081,5/7/2016,Sat,2104,1.370000005,1.370000005,0.0,0.0,0.0,1.370000005,0.0,0,0,182,1258,1474
57,1624580081,5/8/2016,Sun,3427,2.230000019,2.230000019,0.0,0.0,0.0,2.220000029,0.0,0,0,152,1288,1427
58,1624580081,5/9/2016,Mon,1732,1.129999995,1.129999995,0.0,0.0,0.0,1.129999995,0.0,0,0,91,1349,1328
59,1624580081,5/10/2016,Tue,2969,1.929999948,1.929999948,0.0,0.0,0.0,1.919999957,0.01,0,0,139,1301,1393
60,1624580081,5/11/2016,Wed,3134,2.039999962,2.039999962,0.0,0.0,0.0,2.039999962,0.0,0,0,112,1328,1359
61,1624580081,5/12/2016,Thu,2971,1.929999948,1.929999948,0.0,0.0,0.0,1.919999957,0.01,0,0,107,890,1002
62,1644430081,4/12/2016,Tue,10694,7.769999981,7.769999981,0.0,0.140000001,2.299999952,5.329999924,0.0,2,51,256,1131,3199
63,1644430081,4/13/2016,Wed,8001,5.820000172,5.820000172,0.0,2.279999971,0.899999976,2.640000105,0.0,30,16,135,1259,2902
64,1644430081,4/14/2016,Thu,11037,8.020000458,8.020000458,0.0,0.360000014,2.559999943,5.099999905,0.0,5,58,252,1125,3226
65,1644430081,4/15/2016,Fri,5263,3.829999924,3.829999924,0.0,0.219999999,0.150000006,3.450000048,0.0,3,4,170,1263,2750
66,1644430081,4/16/2016,Sat,15300,11.11999989,11.11999989,0.0,4.099999905,1.879999995,5.090000153,0.0,51,42,212,1135,3493
67,1644430081,4/17/2016,Sun,8757,6.369999886,6.369999886,0.0,2.25,0.569999993,3.549999952,0.0,29,13,186,1212,3011
68,1644430081,4/18/2016,Mon,7132,5.190000057,5.190000057,0.0,1.070000052,1.669999957,2.450000048,0.0,15,33,121,1271,2806
69,1644430081,4/19/2016,Tue,11256,8.180000305,8.180000305,0.0,0.360000014,2.529999971,5.300000191,0.0,5,58,278,1099,3300
70,1644430081,4/20/2016,Wed,2436,1.769999981,1.769999981,0.0,0.0,0.0,1.75999999,0.01,0,0,125,1315,2430
71,1644430081,4/21/2016,Thu,1223,0.889999986,0.889999986,0.0,0.0,0.0,0.879999995,0.01,0,0,38,1402,2140
72,1644430081,4/22/2016,Fri,3673,2.670000076,2.670000076,0.0,0.0,0.0,2.660000086,0.01,0,0,86,1354,2344
73,1644430081,4/23/2016,Sat,6637,4.829999924,4.829999924,0.0,0.0,0.579999983,4.25,0.0,0,15,160,1265,2677
74,1644430081,4/24/2016,Sun,3321,2.410000086,2.410000086,0.0,0.0,0.0,2.410000086,0.0,0,0,89,1351,2413
75,1644430081,4/25/2016,Mon,3580,2.599999905,2.599999905,0.0,0.589999974,0.059999999,1.950000048,0.0,8,1,94,1337,2497
76,1644430081,4/26/2016,Tue,9919,7.210000038,7.210000038,0.0,0.800000012,1.720000029,4.690000057,0.0,11,41,223,1165,3123
77,1644430081,4/27/2016,Wed,3032,2.200000048,2.200000048,0.0,0.0,0.0,2.200000048,0.0,0,0,118,1322,2489
78,1644430081,4/28/2016,Thu,9405,6.840000153,6.840000153,0.0,0.200000003,2.319999933,4.309999943,0.0,3,53,227,1157,3108
79,1644430081,4/29/2016,Fri,3176,2.309999943,2.309999943,0.0,0.0,0.0,2.309999943,0.0,0,0,120,1193,2498
80,1644430081,4/30/2016,Sat,18213,13.23999977,13.23999977,0.0,0.629999995,3.140000105,9.460000038,0.0,9,71,402,816,3846
81,1644430081,5/1/2016,Sun,6132,4.460000038,4.460000038,0.0,0.239999995,0.99000001,3.230000019,0.0,3,24,146,908,2696
82,1644430081,5/2/2016,Mon,3758,2.730000019,2.730000019,0.0,0.07,0.310000002,2.349999905,0.0,1,7,148,682,2580
83,1644430081,5/3/2016,Tue,12850,9.340000153,9.340000153,0.0,0.720000029,4.090000153,4.539999962,0.0,10,94,221,1115,3324
84,1644430081,5/4/2016,Wed,2309,1.679999948,1.679999948,0.0,0.0,0.0,1.659999967,0.02,0,0,52,1388,2222
85,1644430081,5/5/2016,Thu,4363,3.190000057,3.190000057,0.0,0.519999981,0.540000021,2.130000114,0.01,6,12,81,1341,2463
86,1644430081,5/6/2016,Fri,9787,7.119999886,7.119999886,0.0,0.819999993,0.270000011,6.010000229,0.02,11,6,369,1054,3328
87,1644430081,5/7/2016,Sat,13372,9.720000267,9.720000267,0.0,3.25999999,0.790000021,5.670000076,0.01,41,17,243,1139,3404
88,1644430081,5/8/2016,Sun,6724,4.889999866,4.889999866,0.0,0.0,0.0,4.880000114,0.0,0,0,295,991,2987
89,1644430081,5/9/2016,Mon,6643,4.829999924,4.829999924,0.0,2.390000105,0.349999994,2.089999914,0.01,32,6,303,1099,3008
90,1644430081,5/10/2016,Tue,9167,6.659999847,6.659999847,0.0,0.879999995,0.810000002,4.96999979,0.01,12,19,155,1254,2799
91,1644430081,5/11/2016,Wed,1329,0.970000029,0.970000029,0.0,0.0,0.0,0.949999988,0.01,0,0,49,713,1276
92,1844505072,4/12/2016,Tue,6697,4.429999828,4.429999828,0.0,0.0,0.0,4.429999828,0.0,0,0,339,1101,2030
93,1844505072,4/13/2016,Wed,4929,3.25999999,3.25999999,0.0,0.0,0.0,3.25999999,0.0,0,0,248,1192,1860
94,1844505072,4/14/2016,Thu,7937,5.25,5.25,0.0,0.0,0.0,5.230000019,0.0,0,0,373,843,2130
95,1844505072,4/15/2016,Fri,3844,2.539999962,2.539999962,0.0,0.0,0.0,2.539999962,0.0,0,0,176,527,1725
96,1844505072,4/16/2016,Sat,3414,2.25999999,2.25999999,0.0,0.0,0.0,2.25999999,0.0,0,0,147,1293,1657
97,1844505072,4/17/2016,Sun,4525,2.99000001,2.99000001,0.0,0.140000001,0.25999999,2.589999914,0.0,2,8,199,1231,1793
98,1844505072,4/18/2016,Mon,4597,3.039999962,3.039999962,0.0,0.0,0.479999989,2.559999943,0.0,0,12,217,1211,1814
101,1844505072,4/21/2016,Thu,8054,5.320000172,5.320000172,0.0,0.119999997,0.519999981,4.679999828,0.0,2,13,308,1117,2062
102,1844505072,4/22/2016,Fri,5372,3.549999952,3.549999952,0.0,0.0,0.0,3.549999952,0.0,0,0,220,1220,1827
103,1844505072,4/23/2016,Sat,3570,2.359999895,2.359999895,0.0,0.0,0.0,2.359999895,0.0,0,0,139,1301,1645
108,1844505072,4/28/2016,Thu,6907,4.570000172,4.570000172,0.0,0.0,0.0,4.559999943,0.0,0,0,302,1138,1992
109,1844505072,4/29/2016,Fri,4920,3.25,3.25,0.0,0.0,0.0,3.25,0.0,0,0,247,1082,1856
110,1844505072,4/30/2016,Sat,4014,2.670000076,2.670000076,0.0,0.0,0.0,2.650000095,0.0,0,0,184,218,1763
111,1844505072,5/1/2016,Sun,2573,1.700000048,1.700000048,0.0,0.0,0.25999999,1.450000048,0.0,0,7,75,585,1541
113,1844505072,5/3/2016,Tue,4059,2.680000067,2.680000067,0.0,0.0,0.0,2.680000067,0.0,0,0,184,1256,1742
114,1844505072,5/4/2016,Wed,2080,1.370000005,1.370000005,0.0,0.0,0.0,1.370000005,0.0,0,0,87,1353,1549
115,1844505072,5/5/2016,Thu,2237,1.480000019,1.480000019,0.0,0.0,0.0,1.480000019,0.0,0,0,120,1320,1589
123,1927972279,4/12/2016,Tue,678,0.469999999,0.469999999,0.0,0.0,0.0,0.469999999,0.0,0,0,55,734,2220
125,1927972279,4/14/2016,Thu,2163,1.5,1.5,0.0,0.0,0.400000006,1.100000024,0.0,0,9,88,1292,2383
126,1927972279,4/15/2016,Fri,980,0.680000007,0.680000007,0.0,0.0,0.0,0.680000007,0.0,0,0,51,941,2221
134,1927972279,4/23/2016,Sat,2945,2.039999962,2.039999962,0.0,0.0,0.0,2.039999962,0.0,0,0,145,1295,2499
135,1927972279,4/24/2016,Sun,2090,1.450000048,1.450000048,0.0,0.07,0.239999995,1.139999986,0.0,1,6,75,1358,2324
137,1927972279,4/26/2016,Tue,3761,2.599999905,2.599999905,0.0,0.0,0.0,2.599999905,0.0,0,0,192,1058,2638
139,1927972279,4/28/2016,Thu,1675,1.159999967,1.159999967,0.0,0.0,0.0,1.159999967,0.0,0,0,95,1167,2351
142,1927972279,5/1/2016,Sun,2704,1.870000005,1.870000005,0.0,1.00999999,0.029999999,0.829999983,0.0,14,1,70,1355,2411
143,1927972279,5/2/2016,Mon,3790,2.619999886,2.619999886,0.0,1.159999967,0.300000012,1.159999967,0.0,16,8,94,1322,2505
144,1927972279,5/3/2016,Tue,1326,0.920000017,0.920000017,0.0,0.730000019,0.0,0.180000007,0.0,10,0,17,1413,2195
145,1927972279,5/4/2016,Wed,1786,1.24000001,1.24000001,0.0,0.0,0.0,1.24000001,0.0,0,0,87,1353,2338
147,1927972279,5/6/2016,Fri,2091,1.450000048,1.450000048,0.0,0.0,0.0,1.450000048,0.0,0,0,108,1332,2383
148,1927972279,5/7/2016,Sat,1510,1.039999962,1.039999962,0.0,0.0,0.0,1.039999962,0.0,0,0,48,1392,2229
154,2022484408,4/12/2016,Tue,11875,8.340000153,8.340000153,0.0,3.309999943,0.769999981,4.260000229,0.0,42,14,227,1157,2390
155,2022484408,4/13/2016,Wed,12024,8.5,8.5,0.0,2.99000001,0.100000001,5.409999847,0.0,43,5,292,1100,2601
156,2022484408,4/14/2016,Thu,10690,7.5,7.5,0.0,2.480000019,0.209999993,4.820000172,0.0,32,3,257,1148,2312
157,2022484408,4/15/2016,Fri,11034,8.029999733,8.029999733,0.0,1.940000057,0.310000002,5.78000021,0.0,27,9,282,1122,2525
158,2022484408,4/16/2016,Sat,10100,7.090000153,7.090000153,0.0,3.150000095,0.550000012,3.390000105,0.0,41,11,151,1237,2177
159,2022484408,4/17/2016,Sun,15112,11.39999962,11.39999962,0.0,3.869999886,0.660000026,6.880000114,0.0,28,29,331,1052,2782
160,2022484408,4/18/2016,Mon,14131,10.06999969,10.06999969,0.0,3.640000105,0.119999997,6.300000191,0.0,48,3,311,1078,2770
161,2022484408,4/19/2016,Tue,11548,8.529999733,8.529999733,0.0,3.289999962,0.239999995,5.0,0.0,31,7,250,1152,2489
162,2022484408,4/20/2016,Wed,15112,10.67000008,10.67000008,0.0,3.339999914,1.929999948,5.400000095,0.0,48,63,276,1053,2897
163,2022484408,4/21/2016,Thu,12453,8.739999771,8.739999771,0.0,3.329999924,1.110000014,4.309999943,0.0,104,53,255,1028,3158
164,2022484408,4/22/2016,Fri,12954,9.329999924,9.329999924,0.0,4.429999828,0.419999987,4.46999979,0.0,52,10,273,1105,2638
165,2022484408,4/23/2016,Sat,6001,4.210000038,4.210000038,0.0,0.0,0.0,4.210000038,0.0,0,0,249,1191,2069
166,2022484408,4/24/2016,Sun,13481,10.27999973,10.27999973,0.0,4.550000191,1.149999976,4.579999924,0.0,37,26,216,1161,2529
167,2022484408,4/25/2016,Mon,11369,8.010000229,8.010000229,0.0,3.329999924,0.219999999,4.460000038,0.0,44,8,217,1171,2470
168,2022484408,4/26/2016,Tue,10119,7.190000057,7.190000057,0.0,1.429999948,0.660000026,5.110000134,0.0,55,24,275,1086,2793
169,2022484408,4/27/2016,Wed,10159,7.130000114,7.130000114,0.0,1.039999962,0.970000029,5.119999886,0.0,19,20,282,1119,2463
170,2022484408,4/28/2016,Thu,10140,7.119999886,7.119999886,0.0,0.409999996,1.330000043,5.389999866,0.0,6,20,291,1123,2296
171,2022484408,4/29/2016,Fri,10245,7.190000057,7.190000057,0.0,0.479999989,1.210000038,5.5,0.0,21,40,281,1098,2611
172,2022484408,4/30/2016,Sat,18387,12.90999985,12.90999985,0.0,0.939999998,1.399999976,10.56999969,0.0,13,23,361,1043,2732
173,2022484408,5/1/2016,Sun,10538,7.400000095,7.400000095,0.0,1.940000057,0.959999979,4.5,0.0,25,28,245,1142,2380
174,2022484408,5/2/2016,Mon,10379,7.289999962,7.289999962,0.0,2.609999895,0.340000004,4.329999924,0.0,36,8,277,1119,2473
175,2022484408,5/3/2016,Tue,12183,8.739999771,8.739999771,0.0,3.99000001,0.460000008,4.28000021,0.0,72,14,250,1104,2752
176,2022484408,5/4/2016,Wed,11768,8.289999962,8.289999962,0.0,2.50999999,0.930000007,4.849999905,0.0,36,27,272,1105,2649
177,2022484408,5/5/2016,Thu,11895,8.350000381,8.350000381,0.0,2.789999962,0.860000014,4.699999809,0.0,55,20,253,1112,2609
178,2022484408,5/6/2016,Fri,10227,7.179999828,7.179999828,0.0,1.870000005,0.670000017,4.639999866,0.0,24,17,295,1104,2498
179,2022484408,5/7/2016,Sat,6708,4.710000038,4.710000038,0.0,1.610000014,0.079999998,3.019999981,0.0,20,2,149,1269,1995
180,2022484408,5/8/2016,Sun,3292,2.309999943,2.309999943,0.0,0.0,0.0,2.309999943,0.0,0,0,135,1305,1848
181,2022484408,5/9/2016,Mon,13379,9.390000343,9.390000343,0.0,2.119999886,1.629999995,5.639999866,0.0,35,47,297,1061,2709
182,2022484408,5/10/2016,Tue,12798,8.979999542,8.979999542,0.0,2.220000029,1.210000038,5.559999943,0.0,57,28,271,1084,2797
183,2022484408,5/11/2016,Wed,13272,9.319999695,9.319999695,0.0,4.179999828,1.149999976,3.99000001,0.0,58,25,224,1133,2544
184,2022484408,5/12/2016,Thu,9117,6.409999847,6.409999847,0.0,1.279999971,0.670000017,4.440000057,0.0,16,16,236,728,1853
185,2026352035,4/12/2016,Tue,4414,2.74000001,2.74000001,0.0,0.189999998,0.349999994,2.200000048,0.0,3,8,181,706,1459
186,2026352035,4/13/2016,Wed,4993,3.099999905,3.099999905,0.0,0.0,0.0,3.099999905,0.0,0,0,238,663,1521
187,2026352035,4/14/2016,Thu,3335,2.069999933,2.069999933,0.0,0.0,0.0,2.049999952,0.0,0,0,197,653,1431
188,2026352035,4/15/2016,Fri,3821,2.369999886,2.369999886,0.0,0.0,0.0,2.369999886,0.0,0,0,188,687,1444
189,2026352035,4/16/2016,Sat,2547,1.580000043,1.580000043,0.0,0.0,0.0,1.580000043,0.0,0,0,150,728,1373
190,2026352035,4/17/2016,Sun,838,0.519999981,0.519999981,0.0,0.0,0.0,0.519999981,0.0,0,0,60,1053,1214
191,2026352035,4/18/2016,Mon,3325,2.059999943,2.059999943,0.0,0.0,0.0,2.059999943,0.0,0,0,182,1062,1419
192,2026352035,4/19/2016,Tue,2424,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0,0,141,785,1356
193,2026352035,4/20/2016,Wed,7222,4.480000019,4.480000019,0.0,0.0,0.0,4.480000019,0.0,0,0,327,623,1667
194,2026352035,4/21/2016,Thu,2467,1.529999971,1.529999971,0.0,0.0,0.0,1.529999971,0.0,0,0,153,749,1370
195,2026352035,4/22/2016,Fri,2915,1.809999943,1.809999943,0.0,0.0,0.0,1.809999943,0.0,0,0,162,712,1399
196,2026352035,4/23/2016,Sat,12357,7.710000038,7.710000038,0.0,0.0,0.0,7.710000038,0.0,0,0,432,458,1916
197,2026352035,4/24/2016,Sun,3490,2.160000086,2.160000086,0.0,0.0,0.0,2.160000086,0.0,0,0,164,704,1401
198,2026352035,4/25/2016,Mon,6017,3.730000019,3.730000019,0.0,0.0,0.0,3.730000019,0.0,0,0,260,821,1576
199,2026352035,4/26/2016,Tue,5933,3.680000067,3.680000067,0.0,0.0,0.0,3.680000067,0.0,0,0,288,1018,1595
200,2026352035,4/27/2016,Wed,6088,3.769999981,3.769999981,0.0,0.0,0.0,3.769999981,0.0,0,0,286,586,1593
201,2026352035,4/28/2016,Thu,6375,3.950000048,3.950000048,0.0,0.0,0.0,3.950000048,0.0,0,0,331,626,1649
202,2026352035,4/29/2016,Fri,7604,4.710000038,4.710000038,0.0,0.0,0.0,4.710000038,0.0,0,0,352,492,1692
203,2026352035,4/30/2016,Sat,4729,2.930000067,2.930000067,0.0,0.0,0.0,2.930000067,0.0,0,0,233,594,1506
204,2026352035,5/1/2016,Sun,3609,2.279999971,2.279999971,0.0,0.0,0.0,2.279999971,0.0,0,0,191,716,1447
205,2026352035,5/2/2016,Mon,7018,4.349999905,4.349999905,0.0,0.0,0.0,4.349999905,0.0,0,0,355,716,1690
206,2026352035,5/3/2016,Tue,5992,3.720000029,3.720000029,0.0,0.0,0.0,3.720000029,0.0,0,0,304,981,1604
207,2026352035,5/4/2016,Wed,6564,4.070000172,4.070000172,0.0,0.0,0.0,4.070000172,0.0,0,0,345,530,1658
208,2026352035,5/5/2016,Thu,12167,7.539999962,7.539999962,0.0,0.0,0.0,7.539999962,0.0,0,0,475,479,1926
209,2026352035,5/6/2016,Fri,8198,5.079999924,5.079999924,0.0,0.0,0.0,5.079999924,0.0,0,0,383,511,1736
210,2026352035,5/7/2016,Sat,4193,2.599999905,2.599999905,0.0,0.0,0.0,2.599999905,0.0,0,0,229,665,1491
211,2026352035,5/8/2016,Sun,5528,3.450000048,3.450000048,0.0,0.0,0.0,3.450000048,0.0,0,0,258,610,1555
212,2026352035,5/9/2016,Mon,10685,6.619999886,6.619999886,0.0,0.0,0.0,6.599999905,0.0,0,0,401,543,1869
214,2026352035,5/11/2016,Wed,8580,5.320000172,5.320000172,0.0,0.0,0.0,5.320000172,0.0,0,0,330,569,1698
215,2026352035,5/12/2016,Thu,8891,5.510000229,5.510000229,0.0,0.0,0.0,5.510000229,0.0,0,0,343,330,1364
216,2320127002,4/12/2016,Tue,10725,7.489999771,7.489999771,0.0,1.169999957,0.310000002,6.010000229,0.0,13,9,306,1112,2124
217,2320127002,4/13/2016,Wed,7275,4.900000095,4.900000095,0.0,0.0,0.0,4.900000095,0.0,0,0,335,1105,2003
218,2320127002,4/14/2016,Thu,3973,2.680000067,2.680000067,0.0,0.0,0.0,2.680000067,0.0,0,0,191,1249,1696
219,2320127002,4/15/2016,Fri,5205,3.50999999,3.50999999,0.0,0.0,0.0,3.50999999,0.0,0,0,245,1195,1801
220,2320127002,4/16/2016,Sat,5057,3.410000086,3.410000086,0.0,0.0,0.0,3.400000095,0.0,0,0,195,1245,1724
221,2320127002,4/17/2016,Sun,6198,4.179999828,4.179999828,0.0,0.0,0.0,4.179999828,0.0,0,0,249,1191,1852
222,2320127002,4/18/2016,Mon,6559,4.420000076,4.420000076,0.0,0.0,0.25999999,4.139999866,0.0,0,7,260,1173,1905
223,2320127002,4/19/2016,Tue,5997,4.039999962,4.039999962,0.0,0.0,0.379999995,3.660000086,0.0,0,11,228,1201,1811
224,2320127002,4/20/2016,Wed,7192,4.849999905,4.849999905,0.0,0.0,0.49000001,4.340000153,0.0,0,11,283,1146,1922
225,2320127002,4/21/2016,Thu,3404,2.289999962,2.289999962,0.0,0.059999999,0.419999987,1.809999943,0.0,1,10,127,1302,1610
226,2320127002,4/22/2016,Fri,5583,3.75999999,3.75999999,0.0,0.0,0.0,3.75999999,0.0,0,0,266,1174,1851
227,2320127002,4/23/2016,Sat,5079,3.420000076,3.420000076,0.0,0.0,0.0,3.420000076,0.0,0,0,242,1129,1804
228,2320127002,4/24/2016,Sun,4165,2.809999943,2.809999943,0.0,0.0,0.0,2.799999952,0.0,0,0,204,1236,1725
229,2320127002,4/25/2016,Mon,3588,2.420000076,2.420000076,0.0,0.230000004,0.200000003,1.99000001,0.0,3,5,152,1280,1654
230,2320127002,4/26/2016,Tue,3409,2.299999952,2.299999952,0.0,0.0,0.0,2.299999952,0.0,0,0,147,1293,1632
231,2320127002,4/27/2016,Wed,1715,1.159999967,1.159999967,0.0,0.0,0.0,1.159999967,0.0,0,0,82,1358,1481
232,2320127002,4/28/2016,Thu,1532,1.029999971,1.029999971,0.0,0.0,0.0,1.029999971,0.0,0,0,76,1364,1473
233,2320127002,4/29/2016,Fri,924,0.620000005,0.620000005,0.0,0.0,0.0,0.620000005,0.0,0,0,45,1395,1410
